1.123840510845184326e-01,2.484888210892677307e-02,-1.756868243217468262e+00,-1.885582447052001953e+00,-8.523939177393913269e-03,2.476967126131057739e-02
2.214322239160537720e-01,-1.473168134689331055e-01,-1.306158423423767090e+00,-1.989836573600769043e+00,-5.490589886903762817e-03,2.633123844861984253e-02
2.345620095729827881e-01,2.485129609704017639e-02,-1.287524819374084473e+00,-1.993320465087890625e+00,-3.767790272831916809e-03,2.559084445238113403e-02
2.315632551908493042e-01,2.151180952787399292e-01,-1.271198630332946777e+00,-1.982560634613037109e+00,-2.277655526995658875e-03,2.294142171740531921e-02
1.178449913859367371e-01,2.703564241528511047e-02,-1.006688117980957031e+00,-1.983879208564758301e+00,-7.316004484891891479e-04,2.558695152401924133e-02
1.530061811208724976e-01,2.400756254792213440e-02,-7.566893696784973145e-01,-1.986159324645996094e+00,-2.204440534114837646e-05,2.194716408848762512e-02
4.329811334609985352e-01,2.929641678929328918e-02,-7.576252818107604980e-01,-1.984121084213256836e+00,-8.191913366317749023e-05,1.769906282424926758e-02
8.451949059963226318e-02,2.527854219079017639e-02,-5.556043386459350586e-01,-1.980690479278564453e+00,2.666350454092025757e-03,1.795862987637519836e-02
2.143343240022659302e-01,-1.525368541479110718e-01,-3.786985576152801514e-01,-1.969279527664184570e+00,1.299010589718818665e-03,1.354304328560829163e-02
2.099861949682235718e-01,2.831201627850532532e-02,-3.771464824676513672e-01,-1.970393180847167969e+00,2.977827563881874084e-03,1.267303153872489929e-02
2.124518305063247681e-01,2.163312137126922607e-01,-3.662507236003875732e-01,-1.969212889671325684e+00,4.483079537749290466e-03,1.012112200260162354e-02
3.347737193107604980e-01,2.782403305172920227e-02,-2.055537998676300049e-01,-1.933694958686828613e+00,3.457922488451004028e-03,9.121112525463104248e-03
-6.010303646326065063e-02,2.101192250847816467e-02,-5.551330745220184326e-02,-1.890226840972900391e+00,5.362441763281822205e-03,1.277316361665725708e-02
2.261298745870590210e-01,3.086889162659645081e-02,-4.986308887600898743e-02,-1.885014653205871582e+00,3.649946302175521851e-03,9.232297539710998535e-03
5.402715504169464111e-02,1.550434902310371399e-02,1.148058101534843445e-01,-1.904915094375610352e+00,1.238566823303699493e-02,7.585369050502777100e-03
3.491456806659698486e-01,1.808463409543037415e-02,1.184694245457649231e-01,-1.896638154983520508e+00,1.174479257315397263e-02,3.972731530666351318e-03
2.675525099039077759e-02,1.210917904973030090e-02,2.664635479450225830e-01,-1.969093680381774902e+00,1.620167866349220276e-02,5.619637668132781982e-03
1.347534358501434326e-01,-1.548343598842620850e-01,4.221973717212677002e-01,-1.990837454795837402e+00,1.454027369618415833e-02,3.508381545543670654e-03
1.704843044281005859e-01,1.069833710789680481e-02,4.305377304553985596e-01,-1.996680974960327148e+00,1.457174494862556458e-02,3.007013350725173950e-03
1.498136073350906372e-01,2.126097530126571655e-01,4.331324100494384766e-01,-2.002338886260986328e+00,1.629233360290527344e-02,1.670520752668380737e-03
2.579272091388702393e-01,-1.624203771352767944e-01,6.135331988334655762e-01,-1.987398624420166016e+00,1.416417583823204041e-02,1.166261732578277588e-03
2.879133522510528564e-01,1.233081892132759094e-02,6.286945939064025879e-01,-1.979305028915405273e+00,1.483144052326679230e-02,4.927031695842742920e-04
2.889495790004730225e-01,2.104507237672805786e-01,6.393076181411743164e-01,-1.956041574478149414e+00,1.584170013666152954e-02,-1.729916781187057495e-03
9.913938492536544800e-02,-1.631506681442260742e-01,8.276239037513732910e-01,-1.998168945312500000e+00,1.810335181653499603e-02,1.692377030849456787e-03
1.105999350547790527e-01,4.441548138856887817e-03,8.382542729377746582e-01,-1.995491504669189453e+00,1.801342889666557312e-02,1.282934099435806274e-03
1.065050214529037476e-01,2.101520448923110962e-01,8.452531099319458008e-01,-1.994748711585998535e+00,1.942151412367820740e-02,-2.238899469375610352e-04
2.481528669595718384e-01,6.191808730363845825e-03,1.068881869316101074e+00,-1.988053560256958008e+00,2.095120772719383240e-02,1.914642751216888428e-03
7.054115086793899536e-02,-3.748621791601181030e-03,1.377756714820861816e+00,-1.962935209274291992e+00,2.833461575210094452e-02,6.677523255348205566e-03
3.570671379566192627e-01,4.858039319515228271e-04,1.368397831916809082e+00,-1.938892722129821777e+00,2.746983245015144348e-02,2.840600907802581787e-03
-6.274519115686416626e-02,-8.393008261919021606e-03,1.902512311935424805e+00,-1.880176424980163574e+00,3.863259404897689819e-02,1.010454446077346802e-02
2.103360295295715332e-01,-4.956629127264022827e-03,1.898015141487121582e+00,-1.873633623123168945e+00,3.677370399236679077e-02,7.713355123996734619e-03
8.716505020856857300e-02,2.820387855172157288e-02,-1.823035359382629395e+00,-1.404333114624023438e+00,-8.138759061694145203e-03,1.213533058762550354e-02
9.768115729093551636e-02,2.764329686760902405e-02,-1.824561238288879395e+00,-1.404307842254638672e+00,-8.237747475504875183e-03,1.200566440820693970e-02
3.843178153038024902e-01,3.466032817959785461e-02,-1.825602889060974121e+00,-1.411943435668945312e+00,-8.975861594080924988e-03,7.903128862380981445e-03
-7.020231336355209351e-02,1.931061223149299622e-02,-1.359845280647277832e+00,-1.458573698997497559e+00,-3.217270597815513611e-03,1.513910666108131409e-02
3.639575839042663574e-01,-1.375594735145568848e-01,-1.055778741836547852e+00,-1.506643652915954590e+00,-4.008384421467781067e-03,1.026593148708343506e-02
3.741452097892761230e-01,3.644420579075813293e-02,-1.048417448997497559e+00,-1.503697872161865234e+00,-2.418557181954383850e-03,9.011246263980865479e-03
9.330403059720993042e-02,2.240688651800155640e-01,-1.024192810058593750e+00,-1.487249851226806641e+00,3.251191228628158569e-04,1.059953123331069946e-02
