1.198041960597038269e-01,-1.177271082997322083e-01,-4.692172408103942871e-01,-6.559137105941772461e-01,5.279193520545959473e-01,-4.292463660240173340e-01,3.682907819747924805e-01,2.831135094165802002e-01,-2.323405817151069641e-03,-2.445645630359649658e-03,7.544100284576416016e-03,-3.703364171087741852e-03
1.716150343418121338e-01,-9.460759907960891724e-02,-4.372179210186004639e-01,-6.505807638168334961e-01,5.204371809959411621e-01,-4.266714453697204590e-01,4.112166464328765869e-01,2.539946734905242920e-01,-2.647039713338017464e-03,-2.643979620188474655e-03,7.021335419267416000e-03,-3.595408052206039429e-03
2.549573183059692383e-01,-6.614319235086441040e-02,-3.832932710647583008e-01,-6.385915279388427734e-01,4.884970784187316895e-01,-3.946285247802734375e-01,4.664739370346069336e-01,2.267790138721466064e-01,-3.104943782091140747e-03,-2.754687331616878510e-03,6.471770815551280975e-03,-3.116913139820098877e-03
3.941278457641601562e-01,-2.125553041696548462e-02,-3.357969820499420166e-01,-6.280626058578491211e-01,3.609641790390014648e-01,-6.083515286445617676e-01,4.709350764751434326e-01,2.037727534770965576e-01,-4.326212685555219650e-03,-3.135973587632179260e-03,6.806160788983106613e-03,-2.833409700542688370e-03
-1.449136376380920410e+00,5.619944334030151367e-01,-7.530563473701477051e-01,1.314645409584045410e+00,8.506637215614318848e-01,1.169330000877380371e+00,2.046171724796295166e-01,-3.191912770271301270e-01,8.944422937929630280e-03,-8.288377895951271057e-03,-9.927556850016117096e-03,1.808816217817366123e-03
-1.368521213531494141e+00,5.138584375381469727e-01,-6.823240518569946289e-01,1.362726330757141113e+00,9.342483878135681152e-01,1.154637932777404785e+00,2.288815230131149292e-01,-3.313445746898651123e-01,8.768949657678604126e-03,-7.945934310555458069e-03,-9.712112136185169220e-03,1.698064967058598995e-03
-1.292289614677429199e+00,4.962882697582244873e-01,-6.073812842369079590e-01,1.418081164360046387e+00,1.002157807350158691e+00,1.146484136581420898e+00,2.500383853912353516e-01,-3.413689732551574707e-01,8.606653660535812378e-03,-8.007669821381568909e-03,-9.414379484951496124e-03,1.758993952535092831e-03
-1.258733272552490234e+00,5.005940794944763184e-01,-5.273405313491821289e-01,1.491031646728515625e+00,1.062587976455688477e+00,1.136133909225463867e+00,2.701528668403625488e-01,-3.632464706897735596e-01,8.620632812380790710e-03,-8.160056546330451965e-03,-9.400458075106143951e-03,1.808703294955193996e-03
-1.214636921882629395e+00,4.821729362010955811e-01,-4.511435329914093018e-01,1.570209622383117676e+00,1.086605548858642578e+00,1.109441280364990234e+00,2.951124906539916992e-01,-3.877793252468109131e-01,8.558722212910652161e-03,-8.197545073926448822e-03,-9.641210548579692841e-03,1.922757248394191265e-03
-1.124317407608032227e+00,4.345916509628295898e-01,-2.904782891273498535e-01,1.649227023124694824e+00,1.088320374488830566e+00,1.075055956840515137e+00,3.207917511463165283e-01,-4.109891653060913086e-01,8.434331044554710388e-03,-7.960642687976360321e-03,-9.567060507833957672e-03,2.165670972317457199e-03
-1.055445075035095215e+00,3.970070779323577881e-01,-1.206024065613746643e-01,1.733559489250183105e+00,1.177931904792785645e+00,1.065752863883972168e+00,3.392065167427062988e-01,-4.302368462085723877e-01,8.595067076385021210e-03,-7.743361871689558029e-03,-9.189001284539699554e-03,2.576855476945638657e-03
-1.033364057540893555e+00,3.638043999671936035e-01,1.170873641967773438e-02,1.783172249794006348e+00,1.318815708160400391e+00,1.072733283042907715e+00,3.467455506324768066e-01,-4.421342909336090088e-01,9.178159758448600769e-03,-7.343769539147615433e-03,-8.057686500251293182e-03,2.778709400445222855e-03
-1.025257825851440430e+00,3.427540659904479980e-01,6.394518166780471802e-02,1.790391802787780762e+00,1.368911385536193848e+00,1.077862501144409180e+00,3.368368744850158691e-01,-4.493106305599212646e-01,9.467309340834617615e-03,-6.935029756277799606e-03,-7.592620793730020523e-03,2.747232560068368912e-03
-9.875922799110412598e-01,3.299228549003601074e-01,1.555267572402954102e-01,1.815112233161926270e+00,1.504036307334899902e+00,1.143820643424987793e+00,3.487561643123626709e-01,-4.847681820392608643e-01,9.404120966792106628e-03,-6.853476166725158691e-03,-7.686650846153497696e-03,2.914293203502893448e-03
-9.184789061546325684e-01,2.976290881633758545e-01,2.570550441741943359e-01,1.843636870384216309e+00,1.635883688926696777e+00,1.146390318870544434e+00,3.657138347625732422e-01,-5.094739198684692383e-01,8.874380029737949371e-03,-6.605873815715312958e-03,-8.103710599243640900e-03,2.989708213135600090e-03
-2.902150154113769531e-01,-3.245695233345031738e-01,3.317990899085998535e-01,6.316545009613037109e-01,1.743107676506042480e+00,4.402052760124206543e-01,9.716799110174179077e-02,-1.928501203656196594e-02,3.071220591664314270e-03,-2.686056308448314667e-03,1.586973899975419044e-03,-3.279591677710413933e-03
-3.021985590457916260e-01,-3.278421163558959961e-01,3.843533098697662354e-01,6.631835699081420898e-01,1.777262330055236816e+00,4.334465861320495605e-01,1.081923767924308777e-01,-5.854824557900428772e-02,2.921090694144368172e-03,-2.370155882090330124e-03,1.214751275256276131e-03,-3.307769075036048889e-03
-3.147357702255249023e-01,-3.388945162296295166e-01,4.136959016323089600e-01,6.853644847869873047e-01,1.792995452880859375e+00,4.415539503097534180e-01,1.205153539776802063e-01,-9.422788023948669434e-02,2.915108809247612953e-03,-2.119923243299126625e-03,8.875982020981609821e-04,-3.152838675305247307e-03
-3.285966217517852783e-01,-3.430620729923248291e-01,4.335258007049560547e-01,6.996345520019531250e-01,1.799893260002136230e+00,4.509751200675964355e-01,1.336339712142944336e-01,-1.251858472824096680e-01,2.926151966676115990e-03,-2.070278394967317581e-03,5.651845713146030903e-04,-2.952225506305694580e-03
-3.388152122497558594e-01,-3.419449031352996826e-01,4.666466712951660156e-01,7.252017259597778320e-01,1.809063792228698730e+00,4.600155949592590332e-01,1.368325799703598022e-01,-1.654333621263504028e-01,2.905908506363630295e-03,-1.998964231461286545e-03,2.522769500501453876e-04,-2.830981276929378510e-03
-3.716729581356048584e-01,-3.556505441665649414e-01,4.612290859222412109e-01,7.330114841461181641e-01,1.800586581230163574e+00,4.486728310585021973e-01,6.513839215040206909e-02,-2.258549481630325317e-01,2.896975725889205933e-03,-1.755450968630611897e-03,1.862191711552441120e-04,-3.175080288201570511e-03
-3.958087563514709473e-01,-3.782973885536193848e-01,4.232123196125030518e-01,7.222678661346435547e-01,1.761616349220275879e+00,4.383526444435119629e-01,-2.547984477132558823e-03,-2.766513824462890625e-01,2.799744019284844398e-03,-1.447220216505229473e-03,8.974515367299318314e-06,-3.653187304735183716e-03
-4.126043915748596191e-01,-3.958074748516082764e-01,3.759079873561859131e-01,7.196401357650756836e-01,1.737228751182556152e+00,4.536417722702026367e-01,-4.814693704247474670e-02,-3.233782649040222168e-01,2.954006427899003029e-03,-1.239730394445359707e-03,-4.475840250961482525e-04,-3.866391256451606750e-03
-4.252139925956726074e-01,-4.109990298748016357e-01,3.413171172142028809e-01,7.121411561965942383e-01,1.701225638389587402e+00,4.618545174598693848e-01,-9.771574288606643677e-02,-3.579887449741363525e-01,2.999746706336736679e-03,-1.031685271300375462e-03,-7.836517761461436749e-04,-4.324713256210088730e-03
-4.410208761692047119e-01,-4.134753644466400146e-01,3.613507151603698730e-01,7.141945362091064453e-01,1.671457648277282715e+00,4.690923094749450684e-01,-1.368793100118637085e-01,-3.989333510398864746e-01,2.708898857235908508e-03,-8.075303630903363228e-04,-1.181815518066287041e-03,-4.699616692960262299e-03
-4.604508280754089355e-01,-4.361442327499389648e-01,2.960903942584991455e-01,7.010445594787597656e-01,1.592779994010925293e+00,4.719103574752807617e-01,-2.114012092351913452e-01,-4.319982528686523438e-01,3.048086771741509438e-03,-7.841540500521659851e-04,-1.238086959347128868e-03,-4.747956525534391403e-03
-4.854944348335266113e-01,-4.548468887805938721e-01,2.857347726821899414e-01,6.924209594726562500e-01,1.539583563804626465e+00,5.016473531723022461e-01,-2.701459228992462158e-01,-4.652745425701141357e-01,3.158126957714557648e-03,-7.621385157108306885e-04,-1.376086613163352013e-03,-4.708347376435995102e-03
