-8.241768479347229004e-01,8.720319271087646484e-01,-2.208006568253040314e-02,2.968391180038452148e-01,5.274379625916481018e-03,2.012731507420539856e-02,-2.987430896610021591e-03,2.876673638820648193e-02,-2.025418356060981750e-02,3.304205462336540222e-02,2.290733391419053078e-03,-1.556399837136268616e-02
-1.570438623428344727e+00,-1.920201897621154785e+00,-2.569276094436645508e-01,-1.664200723171234131e-01,1.830972731113433838e-02,2.589241415262222290e-02,-9.256813675165176392e-03,1.170774269849061966e-02,-1.326437294483184814e-02,1.421896554529666901e-02,-4.637204483151435852e-02,-1.192041393369436264e-02
1.564415991306304932e-01,-2.382273785769939423e-03,-8.808264881372451782e-02,-4.681887924671173096e-01,1.221608370542526245e-02,1.016732119023799896e-02,-1.503407396376132965e-02,8.777544833719730377e-03,1.046717911958694458e-02,4.110892768949270248e-03,-1.153380330651998520e-02,1.594946719706058502e-03
1.515990495681762695e-01,-1.245146524161100388e-02,-7.391902804374694824e-02,-4.828472435474395752e-01,1.331261917948722839e-02,1.095648296177387238e-02,-1.523577794432640076e-02,8.065023459494113922e-03,1.112048514187335968e-02,4.272030200809240341e-03,-1.175885461270809174e-02,1.407406292855739594e-03
1.471084952354431152e-01,-4.100660607218742371e-02,-7.102613151073455811e-02,-5.361794233322143555e-01,1.612219586968421936e-02,1.217009313404560089e-02,-1.536221429705619812e-02,4.356759600341320038e-03,1.307899877429008484e-02,2.983217593282461166e-03,-1.181849185377359390e-02,2.279738546349108219e-04
1.543385684490203857e-01,-8.679144829511642456e-02,-4.153471440076828003e-02,-5.908958315849304199e-01,1.756169833242893219e-02,1.306086126714944839e-02,-1.561310887336730957e-02,6.628884002566337585e-04,1.581246592104434967e-02,8.245464414358139038e-06,-1.463600713759660721e-02,-1.209520734846591949e-03
-9.661802053451538086e-01,1.353920459747314453e+00,2.031080797314643860e-02,3.774788677692413330e-01,2.145925536751747131e-02,3.712714463472366333e-02,8.321858011186122894e-03,1.720498502254486084e-02,-1.442798599600791931e-02,3.310547396540641785e-02,8.335982449352741241e-03,-2.865464426577091217e-02
-1.074815034866333008e+00,1.293061614036560059e+00,-6.552724540233612061e-02,3.785302042961120605e-01,2.113896794617176056e-02,3.986950218677520752e-02,9.304927662014961243e-03,2.028031833469867706e-02,-1.240015029907226562e-02,3.405509516596794128e-02,7.859469391405582428e-03,-2.646337635815143585e-02
-1.170546293258666992e+00,1.239976286888122559e+00,-1.629626452922821045e-01,3.813197314739227295e-01,2.129172533750534058e-02,4.402859881520271301e-02,1.124553382396697998e-02,2.198165282607078552e-02,-1.040539890527725220e-02,3.369084373116493225e-02,7.243783213198184967e-03,-2.487415634095668793e-02
-1.248986721038818359e+00,1.213327646255493164e+00,-2.505684494972229004e-01,3.768267333507537842e-01,2.240578457713127136e-02,4.758105427026748657e-02,1.260827854275703430e-02,2.250709384679794312e-02,-8.713882416486740112e-03,3.313634917140007019e-02,7.178676314651966095e-03,-2.381722442805767059e-02
-1.518396615982055664e+00,-2.982382178306579590e-01,3.857411444187164307e-03,-1.238518208265304565e-01,-1.935530453920364380e-03,4.523721709847450256e-02,2.870137989521026611e-02,8.926340378820896149e-03,1.130491495132446289e-03,2.626777254045009613e-02,-1.955968700349330902e-02,-4.687202163040637970e-03
-1.603737115859985352e+00,-2.834366858005523682e-01,-6.742079555988311768e-02,-7.775774598121643066e-02,-2.326719462871551514e-03,4.121665656566619873e-02,2.609163522720336914e-02,1.304426230490207672e-02,-3.117714077234268188e-03,2.675998024642467499e-02,-1.657663285732269287e-02,-3.055767156183719635e-03
-1.706687688827514648e+00,-2.686899602413177490e-01,-6.220102682709693909e-02,-6.871733069419860840e-02,1.237249001860618591e-03,3.801920637488365173e-02,2.332543581724166870e-02,1.949477195739746094e-02,-8.391875773668289185e-03,2.381722070276737213e-02,-9.700060822069644928e-03,-1.304163597524166107e-03
-1.826734066009521484e+00,-2.394680827856063843e-01,-7.918146252632141113e-02,-5.612089857459068298e-02,3.556542098522186279e-03,3.415553271770477295e-02,1.966306939721107483e-02,2.468561381101608276e-02,-1.456353440880775452e-02,2.285354770720005035e-02,-4.372448660433292389e-03,1.182814128696918488e-03
-3.053382337093353271e-01,7.124532759189605713e-02,-6.002647802233695984e-02,-1.889420151710510254e-01,1.930927112698554993e-02,-5.901903845369815826e-03,2.865601796656847000e-03,-1.191688701510429382e-03,-2.564791589975357056e-03,-4.395898897200822830e-03,1.741933077573776245e-02,-2.198837697505950928e-03
-2.538991570472717285e-01,1.111054886132478714e-02,-8.819241821765899658e-02,-3.194567859172821045e-01,1.470613759011030197e-02,-2.867937088012695312e-03,3.567638341337442398e-03,-8.213492110371589661e-04,8.930005133152008057e-04,-4.851039964705705643e-03,1.417132746428251266e-02,-3.819930716417729855e-04
